0	5.384889028
0.2	7.148662726
0.4	0.264204373
0.6	6.826888116
0.8	5.943166752
1	10.43034999
1.2	9.8407854
1.4	12.50944213
1.6	8.22031066
1.8	9.003992719
2	15.63886703
2.2	0.841722688
2.4	9.797067972
2.6	6.827027751
2.8	12.12707599
3	18.14339631
3.2	19.88863575
3.4	11.54528179
3.6	15.12465044
3.8	19.02512437
4	17.74068312
4.2	21.56909278
4.4	22.91965471
4.6	17.13019221
4.8	21.75584867
5	12.839527
5.2	30.08680855
5.4	22.0745462
5.6	20.06075013
5.8	25.67027658
6	20.65676568
6.2	28.55571191
6.4	26.71667502
6.6	41.26889355
6.8	36.93232694
7	19.61556748
7.2	35.16663466
7.4	26.82931062
7.6	33.4047241
7.8	36.36202037
8	40.13867014
8.2	35.89476525
8.4	46.00150073
8.6	36.57531424
8.8	41.4775606
9	44.0236706
9.2	41.98594296
9.4	46.82476393
9.6	44.89606569
9.8	40.21926908
10	35.97313324
10.2	55.15296474
10.4	43.69734956
10.6	48.09679861
10.8	51.25583478
11	49.86798498
11.2	45.63636894
11.4	48.68142709
11.6	51.25555026
11.8	60.13479246
12	49.29592155
12.2	58.38334234
12.4	56.8631157
12.6	55.01069979
12.8	51.75513627
13	56.47929523
13.2	58.32654859
13.4	52.27302463
13.6	61.44091122
13.8	57.22853362
14	61.72879706
14.2	64.7410667
14.4	59.3967297
14.6	63.33871819
14.8	67.39031379
15	57.32070429
15.2	72.53987954
15.4	80.34230572
15.6	73.87700255
15.8	68.36114002
16	72.9431134
16.2	66.48007611
16.4	81.9093273
16.6	78.08352202
16.8	78.1767289
17	70.72062869
17.2	77.55974567
17.4	74.02852858
17.6	76.12285291
17.8	75.68995042
18	74.27133192
18.2	75.71627207
18.4	80.07051333
18.6	73.48567958
18.8	85.87800288
19	83.11100855
19.2	88.05580167
19.4	86.76824321
19.6	88.75143528
19.8	79.72439489
20	82.89867807
